PN,PNnoun,CorpName
5361-1-7 MOD C,"PANEL, AUDIO CONTROL",AVTECH CORP.
5483-1-9,"HANDSET/CRADLE, INTERPHONE",AVTECH CORP.
02953,BALLAST,AVTECH CORP.
P900,"TRANSDUCER, PRESSURE",MEASUREMENT SPEC.
5032-1-4,"PANEL, AUDIO SELECTOR",AVTECH CORP.
MXP413-02,"STOWAGE, FLIGHT CREW MASK",INTERTECHNIQUE
MXP603,"STOWAGE, FLIGHT CREW MASK",INTERTECHNIQUE
65807-050-1,"CLOCK, ELECTRONIC",SEXTANT
5142-1-45MOD B,"PANEL, AUDIO CONTROL",AVTECH CORP.
5145-1-42,"PANEL, AUDIO CONTROL",AVTECH CORP.
5145-1-48A,"PANEL, AUDIO CONTROL",AVTECH CORP.
5145-1-66MOD A,"PANEL, AUDIO CONTROL",AVTECH CORP.
5145-1-69MOD D,"PANEL, AUDIO CONTROL",AVTECH CORP.
5145-1-76,"PANEL, AUDIO CONTROL",AVTECH CORP.
5145-1-77 MOD B,"PANEL, AUDIO CONTROL",AVTECH CORP.
10-1267-5,"LIGHT, CABIN EMERGENCY",AIRSIGNA
S16531R,"LIGHT, WING TIP",SODERBERG MFG CO.
S232T500-1,"LIGHT, MAP ASSY",KOITO MFG CO.
6237M86B,"SENSOR, TURBINE REAR FRAME VIBRATION",CFM
81000-15006,"LIGHT, LOGO ASSY",KOITO MFG CO.
81000-41602,"LIGHT, EXTERIOR EMERGENCY",KOITO MFG CO.
CU09625098,"TRANSMITTER, TANDEM RESOLVER",KEARFOTT
41F1304,"SYSTEM, DEBRIS MONITORING",CFM
93-A152-20,"UNIT, CVR CONTROL",L-3 COMMUNICATIONS
F1000290-27,"LIGHT, LED CABIN EMERG.",AIRSIGNA
F1000290-41,"LIGHT, LED CABIN EMERG.",AIRSIGNA
60B50058-6,"SWITCH, TOILET TIMER",YOKOHAMA RUBBER INC
60B50058-6,"SWITCH, TOILET TIMER",YOKOHAMA RUBBER INC
60B92012-1,"INDICATOR, TEMP.",WESTON INSTRUMENTS
785-002-6,"COMPUTER, BLEED MONITORING",INTERTECHNIQUE
2041220-0406,"UNIT, RADAR CONTROL",HONEYWELL
2041220-0406,"UNIT, RADAR CONTROL",HONEYWELL
2041220-0411,"UNIT, CONTROL",HONEYWELL
2041220-1409,"UNIT, CONTROL",HONEYWELL
600011-6,DRAIN ASSY,ADAMS RITE
949848-8,"INDICATOR, FAULT",HONEYWELL
DLH549-008,"CUP, HOT",DRIESSEN
MS3320-5,"BREAKER, CIRCUIT",HONEYWELL
TY1540-24D,"UNIT, HYD. CONTROL",GOODRICH
V5000-40,"VALVE, SOLENOID SHUTOFF",HONEYWELL
369259-20,"LEAD, IGNITER PLUG",HONEYWELL
369259-26,"LEAD, IGNITER PLUG",HONEYWELL
622814-5,"CONTROLLER, PACK/ZONE TEMP",HONEYWELL
624116-1,"CONTROLLER, RAM AIR",HONEYWELL
625868-1,"SELECTOR, CABIN ZONE TEMP.",HONEYWELL
625946-10,"CONTROLLER, TEMP.",HONEYWELL
627570-1,"SENSOR, TEMP.",HONEYWELL
102EH2BH,"SENSOR, TOTAL TEMP.",GOODRICH
102JE2FG,"SENSOR, TEMP.",GOODRICH
206-001-003W,"INDICATOR, FUEL QTY",PARKER
2067635-0704,"INDICATOR, RADIO ALTIMETER",HONEYWELL
2067635-5122,"INDICATOR, RADIO ALTIMETER",HONEYWELL
2068599-0703,"SWITCH, ROTARY",HONEYWELL
2117388-6,"CONTROLLER, CABIN PRESSURE",HONEYWELL
2117402-X,"UNIT, AUX PWR CONT.",HONEYWELL
605290-4-1,"FAN, MOTOR DRIVEN VANEAXIAL",HONEYWELL
605457-7,"FAN, MOTOR DRIVEN CENTRIFUGAL",HONEYWELL
606622-3,"FAN, CABIN AIR RECIRCULATION",HONEYWELL
607152-1-1,"SELECTOR, TEMPERATURE",HONEYWELL
607400-1,"SELECTOR, TEMPERATURE",HONEYWELL
927002-1,"SWITCH, THERMAL",HONEYWELL
D90ST2004-000,"SWITCH, LOW LEVEL",GOODRICH
10-1004-7,"SIGN, INTERIOR ILLUM. PASSENGER INFO.",HONEYWELL.
10-1005-106,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-178,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-185,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
18-1557,"INDICATOR, FLAP POSITION",HONEYWELL
18-1958-17,"TRANSMITTER, FLAP POSITION",HONEYWELL
18-1958-17,"TRANSMITTER, FLAP POSITION",HONEYWELL
18-1958-20,"TRANSMITTER, FLAP POSITION",HONEYWELL
30-2721-5,STROBE LIGHT,HONEYWELL
30-2842-4,"LIGHT, POSITION/ANTICOLLISION WINGTIP",HONEYWELL.
30-3083-1,"LIGHT, WINGTIP NAV.",HONEYWELL
3000-46-43,"SWITCH, THERMOSTATIC",HONEYWELL
3000-46-7,"SWITCH, THERMOSTATIC",HONEYWELL
3000-87-2,"SWITCH, THERMOSTATIC",HONEYWELL
3800454-4,"SWITCH, LOW OIL QTY",HONEYWELL
3876027-3,THERMOCOUPLE,HONEYWELL
3876049-4,SOLENOID VALVE,HONEYWELL
3876085-2,"TRANSDUCER, PRESSURE",HONEYWELL
3876124-1,"SENSOR, TEMP.",HONEYWELL
3876124-1,"SENSOR, TEMP.",HONEYWELL
3876125-5,SWITCH LOW OIL PRESSURE,HONEYWELL
3876191-1,"SENSOR, TEMP",HONEYWELL
3876255-2,"SENSOR, INLET PRESSURE",HONEYWELL
3876271-1,"THERMOCOUPLE, TEMP.",HONEYWELL
3890010-102,"VALVE, PRESSURE RELIEF",PARKER
641109-4,"SWITCH, THERMAL",HONEYWELL
692546-2,"VALVE, SOLENOID",HONEYWELL
A8985,FLOODLIGHT,HONEYWELL
066-50001-1501,"IND., TRAFFIC ADVISORY/VERTICAL SPEED",HONEYWELL
066-50001-3404,"IND., TRAFFIC ADVISORY/VERTICAL SPEED",HONEYWELL
066-50001-8102,"IND., TRAFFIC ADVISORY/VERTICAL SPEED",HONEYWELL
071-01477-0005,"CONTROL, UNIT- CTA-81A",HONEYWELL
071-01477-0016,"CONTROL, UNIT- CTA-81A",HONEYWELL
071-01477-0018,"CONTROL, UNIT- CTA-81A",HONEYWELL
071-01492-1401,"CONTROL, UNIT- CTA-81A",HONEYWELL
071-01503-2701,"CONTROL, UNIT- CTA-81A",HONEYWELL
071-01503-5901,"CONTROL, UNIT- CTA-81A",HONEYWELL
0856AE7,"TUBE, PITOT",GOODRICH
23504-001,THERMOCOUPLE-IMMERSION,HARCO
10-62213-1,"VALVE, ASSY",PARKER
1001844-1,"DETECTOR, ICE",GOODRICH
10037-1000-0152,"INDICATOR, FUEL QTY",GOODRICH
20200-0216,"UNIT, TANK",GOODRICH
20202-04,COMPENSATOR,SIMMONDS
2022432-1,"ACTUATOR, RAM AIR DOOR",HONEYWELL
2022480-3,"ACTUATOR, CABIN PRESSURE OUTFLOW VALVE",HONEYWELL
2041214-0405,MOUNTING BASE,HONEYWELL
2041220-0417,"UNIT, CONTROL",HONEYWELL
948402-1-03,"AMPLIFIER, CABIN AIR PRESS.",HONEYWELL
V5000-41,"VALVE, SOLENOID SHUTOFF",HONEYWELL
LG14C12,"TRANSMITTER, PRESSURE RATIO",HONEYWELL
60160-2,"VALVE, PRESSURE FUELING SHUTOFF",EATON
9330-4026,"RELAY, 10 AMP",LEACH CORP.
855D100-9,"SENSOR, BRAKE POSITION",EATON
211C223-177,"SWITCH, PRESSURE",EATON
211C223-178,"SWITCH, PRESSURE",EATON
211C223-461A,"SWITCH, PRESSURE",EATON
211C223-524,"SWITCH, HYD. PRESSURE",EATON
212C139-3,"SWITCH, PRESSURE",EATON
39499-B1131,"ALTIMETER, PNEUMATIC CDP",KOLLSMAN
AC4-AH,"SIGN, EXIT",SPL
AC4-CC,"SIGN, EXIT",SPL
AE0405A01,"FAN, LAV/GALLEY EXHAUST",TECHNOFAN
HTE.690070-001,"SWITCH, PRESSURE",EATON
24929-004,"ALTIMETER, PNEUMATIC ENCODING",KOLLSMAN
24929-012,"ALTIMETER, PNEUMATIC ENCODING",KOLLSMAN
24929-017,"ALTIMETER, PNEUMATIC ENCODING",KOLLSMAN
24929-027,"ALTIMETER, PNEUMATIC ENCODING",KOLLSMAN
24929-032,"ALTIMETER, PNEUMATIC ENCODING",KOLLSMAN
24929-314,"ALTIMETER, PNEUMATIC ENCODING",KOLLSMAN
417N5120-116,"LIGHT, ASSY",BOEING.
417N5120-120,"LIGHT, ASSY",BOEING.
417N5120-15,"LIGHT, ASSY",BOEING.
65B46113-134,"MODULE, APU ASSY",BOEING.
65B46113-135,"MODULE, APU ASSY",BOEING.
70200-12,"VACUUM, TOILET ASSY",MONOGRAM SANITATION
BAN7015-511,CIRCUIT BREAKER,EATON
BAN7017-521,CIRCUIT BREAKER,EATON
40-625-4,"TRANSDUCER, WHEEL SPEED/SPOILER",CRANE
65-60210-36,"UNIT, AUDIO ASSY",BOEING.
9-309,POWER SUPPLY,APPLIED ELECTRO
5937856-509,"PANEL, FWR/CABIN ATTENDANT",BOEING.
69-37325-113,"TEST MOD., FLIGHT REC./MACH AIRSPEED",BOEING.
69-37325-129,"TEST MOD., FLIGHT REC./MACH AIRSPEED",BOEING.
69-37325-24,"PANEL, FLIGHT RECORDER/MACH AIRSPEED",BOEING.
7934163-521,"CONDUIT, MAIN/AUX FUEL TANK",BOEING.
SB09220089-19,"RELAY BOX, AUTO SPOILER ACT. INTERLOCKING",BOEING.
418W1080-2211SP,"BOX, ATTENDANT/LAV OXYGEN ASSY",BOEING.
418W1080-2340SP,"BOX, ATTENDANT/LAV OXYGEN ASSY",BOEING.
41SG272-6,"TRANSDUCER, PRESSURE",EATON
41SG287-1,"TRANSDUCER, PRESSURE",EATON
6042H148,"RELAY, POWER",EATON
6042H153,"RELAY, POWER",EATON
9123-8071,RELAY,LEACH CORP.
9124-10400,RELAY,LEACH CORP.
9274-6205,RELAY,LEACH CORP.
9324-10126,"RELAY, 3PST/NO",LEACH CORP.
D2067-6,ACTUATOR,EATON
A3615910012,"INDICATOR, STANDBY AIRSPEED",KOLLSMAN
A4017910020,"INDICATOR, ALTIMETER",KOLLSMAN
A4289910216,"INDICATOR, ALTIMETER",KOLLSMAN
EVT174-2E2,"FAN, BRAKE COOLING",TECHNOFAN
EVT174-2E3AMDTB,"FAN, BRAKE COOLING",TECHNOFAN
SS214C40-1-59,"SWITCH, ALTITUDE",EATON
21SN04-158A,"SWITCH, ENG. FUEL FILTER PRESS.",EATON
21SN04-25H,"SWITCH, ENG. FUEL LOW PRESS.",EATON
21SN04-25K,"SWITCH, ENG. FUEL LOW PRESS.",EATON
21SN04-260,"SWITCH, PRESSURE",EATON
21SN04-26F,"SWITCH, LP OIL PRESS.",EATON
21SN04-461,"SWITCH, PRESSURE",EATON
21SN41-109A,SWITCH,EATON
21SN41-49,"SWITCH, PRESSURE",EATON
60B92400-10,"SWITCH, PRESSURE",EATON
61073,"OVEN, DOUBLE COMPARTMENT",RUMBOLD
9524G-10674,RELAY,LEACH CORP.
9524G-10674,RELAY,LEACH CORP.
TD1535-1002,"SWITCH, TOILET TIMER",LEACH CORP.
9325-10483,"RELAY, 3 PST/NO",LEACH CORP.
9325-10526,"RELAY, 6 PST/NO",LEACH CORP.
9325-8399,"RELAY, 3 PST/NO",LEACH CORP.
3600-15,"VALVE, DRAIN",MONOGRAM SANITATION
40-694-2,"IND., CONTROL SURFACE POSITION",RAGEN
21SN04-158C,"SWITCH, ENG. FUEL FILTER PRESS.",EATON
21SN04-224,"SWITCH, DIFF. PRESS.",EATON
21SN04-356D,"SWITCH, PRESSURE",EATON
60B92602-14,"UNIT, CONTROL",EATON
E709-03-001,"LIGHT, CEILING",PAGE AEROSPACE
AC4-AAA,"SIGN, EXIT",SPL
AC4-K,"SIGN, EXIT",SPL
P600-A803-E015,RELAY,LEACH CORP.
211C223-312,"SWITCH, HYDRAULIC PRESSURE",EATON
211C223-526,"SWITCH, HYD. PRESSURE",EATON
HTE.69000-1,"SWITCH, PRESSURE",EATON
170-002-140,CIRCUIT BREAKER,EATON
24929-105,"ALTIMETER, PNEUMATIC ENCODING",KOLLSMAN
24929-204,"ALTIMETER, PNEUMATIC ENCODING",KOLLSMAN
24929-312,"ALTIMETER, PNEUMATIC ENCODING",KOLLSMAN
69-37322-21,"MODULE, OXYGEN SYSTEM",BAE SYSTEMS
69-37325-79,"MODULE, FLIGHT RECORDER",BAE SYSTEMS
69-37331-13,"MODULE, LIGHTING CONTROL",BAE SYSTEMS
69-37331-22,"MODULE, LIGHTING CONTROL",BAE SYSTEMS
69-37334-20,"MODULE, CAB ALT/RATE OF CLIMB",BAE SYSTEMS
69-37334-5,"MODULE, CAB ALT/RATE OF CLIMB",BAE SYSTEMS
69-37335-125,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-134,"MODULE, FUEL SYSTEM",BAE SYSTEMS
233A3201-12,"MODULE, ",W/P HEAT
233A3201-305,"MODULE, ",W/P HEAT
233A3201-312,"MODULE, ",W/P HEAT
233A3206-3,MODULE,BAE SYSTEMS
233A7202-2,PANEL,BAE SYSTEMS
233N2220-308,"PANEL, FORWARD",BAE SYSTEMS
233N2220-329,"PANEL, FORWARD",BAE SYSTEMS
233N2221-24,"FWD PANEL, MODULE ASSY",BAE SYSTEMS
1021-1,"POWER SUPPLY, SHAVER",ASTRONICS ADVANCED
102300-3,"CONTROLLER, LOGIC",BAE SYSTEMS
102300-7,"CONTROLLER, LOGIC",BAE SYSTEMS
344U0007-301,"MODULE, FUEL CONTROL",BAE SYSTEMS
344U0007-5,"MODULE, FUEL CONTROL",BAE SYSTEMS
35-467-1001,"PANEL, BRAKE TEMP./SENSING & INDICATING",AEROSPATIALE
35-467-1014,"PANEL, BRAKE TEMP./SENSING & INDICATING",AEROSPATIALE
65-64960-3,"MODULE, ANNUNCIATOR LIGHTS",BAE SYSTEMS
417A6110-61B,"PANEL, CONTROL",BAE SYSTEMS
417N3100-111SP,P.S.U. ASSY,BAE SYSTEMS
417N3100-119SP,P.S.U. ASSY,BAE SYSTEMS
417N3100-147SP,P.S.U. ASSY,BAE SYSTEMS
417N3100-411SP,P.S.U. ASSY,BAE SYSTEMS
417N3100-434SP,P.S.U. ASSY,BAE SYSTEMS
417N3100-490SP,P.S.U. ASSY,BAE SYSTEMS
417N3100-56SP,P.S.U. ASSY,BAE SYSTEMS
65B40647-22,"PANEL, CARGO CONTROL",BAE SYSTEMS
65B40647-30,"PANEL, CARGO CONTROL",BAE SYSTEMS
65B46041-13,"MODULE, PROBE HEATERS",BAE SYSTEMS
65B46101-27,"MODULE, GENERATOR CONTROL",BAE SYSTEMS
65B46101-5,"MODULE, GENERATOR CONTROL",BAE SYSTEMS
65B47501-7,DISPLAY LOGIC ASSY.,BAE SYSTEMS
65B47590-20,SPEAKER/MICROPHONE ASSY,BAE SYSTEMS
65B50593-46B,"CONTAINER, ASSY PORTABLE OXY.",BAE SYSTEMS
65C16237-406,"CARDFILE, LANDING GEAR LOGIC SHELF ASSY",BAE SYSTEMS
65C16237-91,"CARDFILE, LANDING GEAR LOGIC SHELF ASSY",BAE SYSTEMS
65C16237-93,"CARDFILE, LANDING GEAR LOGIC SHELF ASSY",BAE SYSTEMS
H05A0035-4,"SYSTEM, CENTRAL AURAL WARNING",BAE SYSTEMS
1-1919-3N7,"SWITCH, ROTARY",BAE SYSTEMS
233T3236-317,"PANEL, TEMPERATURE CONTROL",BAE SYSTEMS
233T3236-5,"PANEL, TEMPERATURE CONTROL",BAE SYSTEMS
233T3236-50,"PANEL, TEMPERATURE CONTROL",BAE SYSTEMS
233T3237-1014,"PANEL, BLEED AIR CONTROL",BAE SYSTEMS
233T3237-1024,"PANEL, BLEED AIR CONTROL",BAE SYSTEMS
233T3237-1302,"PANEL, BLEED AIR CONTROL",BAE SYSTEMS
233T3237-1307,"PANEL, BLEED AIR CONTROL",BAE SYSTEMS
233T3237-17,"PANEL, BLEED AIR CONTROL",BAE SYSTEMS
233T3237-311,"PANEL, BLEED AIR CONTROL",BAE SYSTEMS
233T3241-1328,"PANEL, WING/ENG. ANTI-ICE CONTROL",BAE SYSTEMS
233T3241-1329,"PANEL, WING/ENG. ANTI-ICE CONTROL",BAE SYSTEMS
233T3241-1332,"PANEL, WING/ENG. ANTI-ICE CONTROL",BAE SYSTEMS
233T3241-46,"PANEL, WING/ENG. ANTI-ICE CONTROL",BAE SYSTEMS
476W2220-7L,"HANDSET, ATTENDANT",BAE SYSTEMS
476W2220-9H,"HANDSET, ATTENDANT",BAE SYSTEMS
476W2220-9J,"HANDSET, ATTENDANT",BAE SYSTEMS
69-73614-27,"MODULE, POWER CONTROL",BAE SYSTEMS
69-73630-44,"CIRCUIT, ATR PRINTED",BAE SYSTEMS
69-73703-13,"MODULE, RUDDER TRIM ASSY",BAE SYSTEMS
69-73713-17,"MODULE, IRS MODE SELECTOR",BAE SYSTEMS
ABN7633-502,"PANEL SWITCH, CAPT/FIRST OFFICER INST.",BAE SYSTEMS
H509B,"TRANSMITTER, POSITION",BAE SYSTEMS
RD-AM8005-A,SPEAKER,BAE SYSTEMS
5920413-509,"PITOT STATIC, PRESS/COMPENSATING PLATE",BAE SYSTEMS
5935212-1,"UNIT, SWITCHING AUTO/SPOILER",BAE SYSTEMS
5938323-502,"DETECTOR, FIRE",BAE SYSTEMS
69-15970-1,"MODULE, WINDOW HEAT",BAE SYSTEMS
69-15972-4,"MODULE, FUEL HEAT  ",BAE SYSTEMS
S233T100-1502,"PLATE, LIGHT",BAE SYSTEMS
112N6101-7,"DOOR, FUEL TANK ACCESS",BAE SYSTEMS
112U6012-1,"DOOR, FUEL TANK ACCESS",BAE SYSTEMS
232T5002-16,"LIGHT, ASSY",BAE SYSTEMS
69-37321-32,"MODULE, POWER",BAE SYSTEMS
69-37321-39,"MODULE, POWER",BAE SYSTEMS
05939-7,"BALLAST, FLOURESCENT LAMP",BRUCE IND.
698430-1,"SWITCH, GAUGE PRESSURE","CUSTOM CONTROL SENSORS, INC."
110VU0162001,FAN,ROSENBERG
8830500032,"SENSOR, PRESSURE",SAFRAN
892809-0400-01F,"DETECTOR, OVERHEAT",KIDDE AEROSPACE
894481,"DETECTOR, OVER HEAT",KIDDE AEROSPACE
GK774-0023-3,"SENSING, ELEMENT",KIDDE AEROSPACE
4067241-884,"INDICATOR, VSI/TRA",ACSS
C20204000,THERMOCOUPLE,SAFRAN
C20229000,THERMOCOUPLE,SAFRAN
4133801011,"MECHANISM, ROTATING",SAFRAN
JG872A1,"IND., MASTER STATIC AIR TEMP.",
436-2,"DETECTOR, GROUND FAULT",ASTRONICS ADVANCE ELECTRONICS
437-1,"DETECTOR, GROUND FAULT",ASTRONICS ADVANCE ELECTRONICS
124-861,"INDICATOR, OIL TEMPERATURE",ULTRA ELECTRONICS
472266A,"CONTROL CARD, ENG. OVERHEAT/SHORT DISC.",KIDDE AEROSPACE
472583-1,"DETECTOR, FIRE OVERHEAT",KIDDE AEROSPACE
472584-1,"DETECTOR, FIRE OVERHEAT",KIDDE AEROSPACE
473597-16,"DETECTOR, SMOKE",KIDDE AEROSPACE
473597-4-06,"DETECTOR, SMOKE",KIDDE AEROSPACE
473925,"UNIT, CARGO ELECTRONIC",KIDDE AEROSPACE
42-831,"PANEL, COMTROL AUTOBRAKE SELECT",CRANE HYDRO
42-853,"UNIT, AUTOBRAKE CONTROL",CRANE HYDRO
30-326-4,"CONTROL, AMPLIFIER",KIDDE AEROSPACE
474189,"DETECTOR, FIRE",KIDDE AEROSPACE
5-4000-,"INDICATOR, GYRO VERTICAL",J.E.T.
5-4000-08,"INDICATOR, GYRO VERTICAL",J.E.T.
162BL501,"INDICATOR, TEMP.",ULTRA ELECTRONICS
162BL708,"INDICATOR, TEMP.",ULTRA ELECTRONICS
162BL802,"INDICATOR, TEMPERATURE",ULTRA ELECTRONICS
163CV60,"INDICATOR, WATER QTY",ULTRA ELECTRONICS
163CV63,"INDICATOR, WATER QTY",ULTRA ELECTRONICS
75101-4B,"CHIME, ELECTRONIC",ASTRONICS ADVANCE ELECTRONICS
30-231-4,"DETECTOR, SMOKE",KIDDE AEROSPACE
45D32,"SWITCH, DIFF.","CUSTOM CONTROL SENSORS, INC."
30-284R-9B,"DETECTOR, SMOKE",KIDDE AEROSPACE
474560-25,"DETECTOR, DISCRETE CABIN SMOKE",KIDDE AEROSPACE
8SC0171,"TRANSDUCER, WHEEL SPEED",CRANE HYDRO
BR9182-506,"LIGHT, FIXTURE",BRUCE IND.
C-20204000,THERMOCOUPLE,SAFRAN
350-711-901-0,"SENSOR, OIL PRESSURE",GE AVIATION
152BL801E,"INDICATOR, TEMPERATURE",ULTRA ELECTRONICS
152BL802A,"INDICATOR, TEMPERATURE",ULTRA ELECTRONICS
05934-11,"BALLAST, FLUORESCENT LIGHT",BRUCE IND.
05934-6,"BALLAST, FLUORESCENT LIGHT",BRUCE IND.
05939-15,"BALLAST, FLOURESCENT LAMP",BRUCE IND.
698430-2,"SWITCH, GAUGE PRESSURE","CUSTOM CONTROL SENSORS, INC."
698430-2,"SWITCH, GAUGE PRESSURE","CUSTOM CONTROL SENSORS, INC."
834002-103,"SPINNER, PUMP/MOTOR ASSY",WEBER AIRCRAFT
892809-0400-02,"DETECTOR, OVERHEAT",KIDDE AEROSPACE
894091,"DETECTOR, OVER HEAT",KIDDE AEROSPACE
895276,"DETECTOR, OVER HEAT",KIDDE AEROSPACE
899315-01,"MODULE, ENGINE FIRE/OVERHEAT",KIDDE AEROSPACE
8D1494,"SWITCH, PRESSURE","CUSTOM CONTROL SENSORS, INC."
B7020,"SENSOR, TEMP.",SCIENTIFIC INSTRUMENTS
1338-1450,"TRANSDUCER, WHEEL PRESS.",SAFRAN
C23089010,"BOX, ELECTRICAL",SAFRAN
5923935-401,BOX DETECTOR,KIDDE AEROSPACE
S294W901---22,"UNIT, WHEEL INTERFACE",SAFRAN
37-231,"VALVE, ELECTRIC HYDRO SERVO",CRANE HYDRO
472582-1,"DETECTOR, FIRE OVERHEAT",KIDDE AEROSPACE
472597-01,"CONTROL, ALARM FIRE/OVERHEAT",KIDDE AEROSPACE
473108-1,"DETECTOR, SMOKE",KIDDE AEROSPACE
473311,"DETECTOR, OVER HEAT",KIDDE AEROSPACE
473583-1,"DETECTOR, FIRE",KIDDE AEROSPACE
473584-1,"DETECTOR, FIRE",KIDDE AEROSPACE
473597-15,"DETECTOR, SMOKE",KIDDE AEROSPACE
473597-19,"DETECTOR, SMOKE",KIDDE AEROSPACE
473597-4-04,"DETECTOR, SMOKE",KIDDE AEROSPACE
473597-5,"DETECTOR, SMOKE",KIDDE AEROSPACE
473720,"DETECTOR, OVER HEAT",KIDDE AEROSPACE
90G235,SWITCH,"CUSTOM CONTROL SENSORS, INC."
8047/10,"ALTIMETER, 2"" COUNTER-POINTER",ULTRA ELECTRONICS
8047/20A20B,"ALTIMETER, 2"" COUNTER-POINTER",ULTRA ELECTRONICS
A21638,"TRANSMITTER, BRAKE PEDAL",SAFRAN
1191-6,"PWR SUPPLY, AC IN-SEAT",ASTRONICS ADVANCE ELECTRONICS
4305990050,"SENSOR, PRESSURE",SAFRAN
ZR2-A,"TRANSMITTER, CONTROL SURFACE POST.",CDA ASTROINTER CORP
162BL403A,"INDICATOR, TEMPERATURE",ULTRA ELECTRONICS
162BL503,"INDICATOR, TEMP.",ULTRA ELECTRONICS
8891-29,"DETECTOR, FIRE/OVERHEAT",MEGGITT
8891-30,"DETECTOR, FIRE/OVERHEAT",MEGGITT
2228472-3,"PRINTER, THERMAL",MILTOPE
8-004-02,"SWITCH, PROXIMITY",CRANE ELDEC CORP
8-240-37,"SWITCH, PROXIMITY ASSY",CRANE ELDEC CORP
M2217BB,"INDICATOR, THRUST",MEGGITT
S283N001-5,"CONTROL-CARD, ECS DUCT LEAK",FENWAL SAFETY SYSTEMS
S332T100-31,"DETECTOR, FIRE",MEGGITT
S332T304-1,"TRANSDUCER, PIEZO-ELECTRIC",MEGGITT
S353T010-6,ACTUATOR,SHIMADZU
C-07202-3,"SHAKER, CONTROL ASSEMBLY",SAFE FLIGHT
C-25502,"SHAKER, COAXIAL CONTROL",SAFE FLIGHT
C19AA0324,"RESERVOIR, GREEN HYD.",LUCAS AEROSPACE
C19AA0333,"RESERVOIR, GREEN HYD.",LUCAS AEROSPACE
C19AA039,"RESERVOIR, GREEN HYD.",LUCAS AEROSPACE
8930-112B,"DETECTOR, SMOKE",MEGGITT
2-301-3,"CHARGER, BATTERY",CRANE ELDEC CORP
2-456-07,"DIMMER, LAMP INCANDESCENT",CRANE ELDEC CORP
5421-07,"DETECTOR, FIRE/OVERHEAT",MEGGITT
5421-14,"DETECTOR, FIRE/OVERHEAT",MEGGITT
5421-18,"DETECTOR, FIRE/OVERHEAT",MEGGITT
140-025-,TRANSDUCER,CRANE ELDEC CORP
4-273-02,"TRANSFORMER, RECTIFIER",CRANE ELDEC CORP
7274-55-10,"STYLE, CIRCUIT BREAKER PUSH/PULL-TRIP",SENSATA
732-13870-11,"ACTUATOR, AIR INTAKE AUX/PWER SYSTEM",SHIMADZU
5796,"DETECTOR, FIRE/OVERHEAT",MEGGITT
7352,"DETECTOR, FIRE/OVERHEAT ASSY",MEGGITT
902014-01,"DETECTOR, FIRE",MEGGITT
904314-01,"DETECTOR, FIRE/OVERHEAT ASSY",MEGGITT
3601-71,"DETECTOR, FIRE/OVERHEAT",MEGGITT
3601-97-650/425C-1.7M,"DETECTOR, FIRE OVERHEAT",MEGGITT
4197-30-04,"UNIT, ADV. INTEGRATED BALLAST",DIEHL AEROSPACE
7750,"DETECTOR, SMOKE",MEGGITT
1153-100,SWITCH,IN-LHC
VT061-71,"TRANSMITTER, WATER CONTENTS",DIEHL AEROSPACE
35546-2-255,"ELEMENT, SENSING",FENWAL SAFETY SYSTEMS
DHE1141,"SWITCH, PROX DETECTOR",CRANE ELDEC CORP
357XX-211,"ELEMENT, SENSING",FENWAL SAFETY SYSTEMS
3601-21,"DETECTOR, FIRE/OVERHEAT",MEGGITT
3601-26,"DETECTOR, FIRE/OVERHEAT",MEGGITT
18801-31,"DETECTOR, COOLING EFFECT",FENWAL SAFETY SYSTEMS
18801-5-260,"DETECTOR, COOLING EFFECT",FENWAL SAFETY SYSTEMS
3800-09,"DETECTOR, FIRE/OVERHEAT",MEGGITT
3250-31,"UNIT, ADVANCE INTEGRATED BALLAST",DIEHL AEROSPACE
3294-10-2,"LIGHT, CARGO COMPARTMENT",DIEHL AEROSPACE
3352-52,"LIGHT, SIDEWALL/CEILING",DIEHL AEROSPACE
3352-55,"LIGHT, SIDEWALL/CEILING",DIEHL AEROSPACE
4042-10,"LIGHT, CEILING",DIEHL AEROSPACE
C19AA0371,"RESERVOIR, GREEN HYD.",LUCAS AEROSPACE
2-459-08,"DIMMER, LAMP INCANDESCENT",CRANE ELDEC CORP
35008-307,"DETECTOR, FIRE/OVERHEAT",FENWAL SAFETY SYSTEMS
5420-01,"DETECTOR, FIRE/OVERHEAT",MEGGITT
5421-14-932/430-8,"DETECTOR, FIRE/OVERHEAT",MEGGITT
0201K0S600,"SWITCH, OVERHEAT DETECTOR",MEGGITT
0202K0S/600,"DETECTOR, OVERHEAT",MEGGITT
3214-40,"BATTERY, POWER SUPPLY",DIEHL AEROSPACE
3214-90,"BATTERY, POWER SUPPLY",DIEHL AEROSPACE
AT-205,"INDICATOR, FUEL REMAINING TOTALIZING",SENIOR
6672,"DETECTOR, FIRE OVERHEAT",MEGGITT
67321-29-190F,SWITCH,FENWAL SAFETY SYSTEMS
